fidelity,trace_distance,purity_original,purity_reconstructed
0.5000000026341774,0.7500481968474981,0.9999999999999996,0.2501927933281925
0.713080317576354,0.5085226364733231,0.9999999999999996,0.5174550692382811
0.7066390609198869,0.5043949770737021,0.9999999999999996,0.4987609678098832
0.7066671733098604,0.5006282759540742,0.9999999999999996,0.49877208975048387
0.7067540696361821,0.5005109915743476,0.9999999999999996,0.49902827377294084
0.7075234389488144,0.5006309483505751,0.9999999999999996,0.5012415930588827
0.500000000771646,0.7500053829111876,0.9999999999999996,0.250021535485797
0.7044588250274253,0.5004908306195968,0.9999999999999996,0.4926351999228124
0.7061847205577396,0.501303925704303,0.9999999999999996,0.4974036510645341
0.5000000026341774,0.7500011528890906,0.9999999999999996,0.25000461155940756
0.7053210067822739,0.5025740010146672,0.9999999999999996,0.49508537022037646
0.8650266986068711,0.5000185153891867,0.9999999999999996,0.7467123472389903
0.706859136562851,0.5003501610576198,0.9999999999999996,0.499300168335826
0.8670341337720433,0.5000143071518176,0.9999999999999996,0.7535530850696858
0.7104152693348336,0.5020271615039892,0.9999999999999996,0.5094630090260486
0.7054904793213169,0.5023936448732939,0.9999999999999996,0.4956774554734347
0.7080892130770213,0.5014407301036687,0.9999999999999996,0.5029273416174153
0.5000000026341774,0.7500002943091095,0.9999999999999996,0.2500011772367843
0.49999999971106207,0.7500070175258419,0.9999999999999996,0.25002985906364655
0.7088310758966777,0.5024426743167136,0.9999999999999996,0.5049115450280963
0.7060491929308035,0.501494544023733,0.9999999999999996,0.4970198465998902
0.5000000015732516,0.7500096499135936,0.9999999999999996,0.25003863517247504
0.7092785267708144,0.5030767486621286,0.9999999999999996,0.5061927556698064
0.7062407534083616,0.5066178747905185,0.9999999999999996,0.4976493640181201
0.867636970183482,0.500028172875219,0.9999999999999996,0.7556367178818548
0.5000000026341774,0.7499999999999999,0.9999999999999996,0.25
0.7070398562017407,0.5006203724020439,0.9999999999999996,0.49984929794266075
0.5000000007715323,0.7500003713195248,0.9999999999999996,0.25000148900394703
0.7073506049780963,0.5040459392333341,0.9999999999999996,0.5007359601017567
0.7072236783501288,0.5042336153378275,0.9999999999999996,0.5003905005096794
0.7088555317725493,0.5024877917543771,0.9999999999999996,0.5050005470632001
0.5017627606986048,0.751765864285462,0.9999999999999996,0.25354420167762276
0.49999999627516445,0.7500168551718609,0.9999999999999996,0.25011907230810015
0.8651510066883252,0.5000000297651898,0.9999999999999996,0.7470059527112518
0.5000000007715327,0.7500094709883172,0.9999999999999996,0.25003788775772545
0.868128885505544,0.5000057285501974,0.9999999999999996,0.7573300244150609
0.7044587374134221,0.5037378925305152,0.9999999999999996,0.49258010230125315
0.4999999962738006,0.7500680958205368,0.9999999999999996,0.2502343078851401
0.7092169726540831,0.5029887086904534,0.9999999999999996,0.50601314501454
0.7083237247173895,0.5019128911221094,0.9999999999999996,0.5034582353272884
0.5000000018630991,0.750012600271172,0.9999999999999996,0.25005044769419843
0.8659303005510401,0.5000019692208357,0.9999999999999996,0.7497578155006472
0.7054301559207757,0.5025230783620767,0.9999999999999996,0.4953779608490739
0.864578393352816,0.5000000245813724,0.9999999999999996,0.7450315398190382
0.4996380521398688,0.7496784332269602,0.9999999999999996,0.24938177736036032
0.4993793365848846,0.7493849093182106,0.9999999999999996,0.24878173801968645
0.7061422471960318,0.5014525326721466,0.9999999999999996,0.4973789160569151
0.708438665261847,0.5010448091849833,0.9999999999999996,0.5038030358834082
0.8679391404350149,0.5000472577082357,0.9999999999999996,0.7567271115836361
0.711267304242455,0.5059174632360599,0.9999999999999996,0.5120067710492999
